Player,Age,Team,Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR,Multiple Teams
Draymond Green,33,GSW 2024,1490,PF,Stretch Big,Mobile Big,4.14,1.97,-0.78,2.75,4.07,5.20,99.66,22.27,1.00,77.00,188.00,119.87,25.80,62.80,3.42,3.97,2.95,14.76,-0.10,85.24,21.07,0.24,96.72,34.96,110.12,39.97,124.26,45.24,48.56,1057.18,1.55,-0.37,-0.07,-0.15,0.06,-0.17,-0.52,-1.01,0.07,-0.06,100.00,-0.52,-1.18,0.86,16.76,-1.01,34.68,25.38,0.61,-0.29,38.63,6.04,-0.69,-1.43,-0.19,-0.04,62.86,35.67,25.42,40.79,35.70,33.16,15.18,2.22,-0.57,-0.48,1.34,1.46,1.62,-0.31,64.47,1.38,-0.12,31.20,-0.10,36.00,0.45,0.12,-0.29,-0.73,No
Drew Eubanks,26,PHO 2024,1169,C,Roll + Cut Big,Mobile Big,1.06,-1.01,-1.72,0.71,4.07,4.53,102.02,37.73,9.00,74.00,185.00,117.75,44.00,49.00,0.60,3.66,2.87,14.06,-0.10,85.94,20.38,-0.19,95.95,37.32,110.11,47.10,117.57,54.01,64.34,740.89,5.40,-0.37,-0.14,0.73,0.00,0.00,-0.93,-1.28,0.04,0.09,0.00,0.00,0.00,0.41,12.50,-1.09,1.19,23.53,0.25,-1.19,38.71,7.55,-0.94,-0.79,0.08,0.03,71.28,33.38,27.76,38.61,33.33,31.15,11.94,0.28,-0.49,-0.08,-1.29,0.50,1.42,-0.09,60.19,1.37,0.24,43.20,-0.10,16.00,0.35,-0.07,-0.29,-0.73,No
Drew Peterson,24,BOS 2024,23,PF,Low Minute,Low Minute,0.01,-1.45,-0.40,-1.05,4.07,4.33,97.03,32.02,6.00,78.00,214.00,114.06,31.43,52.40,0.00,1.53,0.00,14.71,-0.10,85.29,18.66,-0.22,96.91,33.33,110.09,49.35,129.37,48.75,64.29,491.47,0.39,-0.17,-0.38,-0.49,0.00,0.00,-0.34,-0.97,0.03,-0.09,0.00,0.00,0.00,0.92,22.50,-0.81,83.33,25.36,0.27,-0.64,38.42,0.00,0.00,0.00,0.00,0.00,0.00,35.11,26.12,37.54,35.10,32.00,33.33,0.03,-0.36,1.41,0.09,0.61,1.27,0.00,0.00,0.00,0.00,20.00,-0.10,2.00,0.00,-1.82,-0.29,-0.73,No
Dru Smith,26,MIA 2024,131,SG,Secondary Ball Handler,Chaser,0.14,-0.72,-0.88,0.16,4.07,4.79,86.31,25.18,1.00,81.00,220.00,105.05,40.00,58.30,0.00,3.36,1.68,19.86,-0.10,80.14,20.89,-0.04,102.10,40.00,110.09,44.84,109.62,41.38,47.75,117.57,0.90,0.11,0.11,-0.53,-0.01,-0.44,-0.30,-0.44,0.02,-0.19,33.33,-0.42,0.28,0.81,25.74,-0.74,51.52,25.37,0.44,-0.48,38.25,5.26,-0.61,-0.49,0.00,0.00,100.00,33.60,26.06,39.79,33.72,31.22,14.53,0.21,-0.16,-0.40,0.13,1.05,0.88,0.00,33.33,0.67,0.00,36.40,-0.10,8.00,0.28,-1.48,-0.29,-0.73,No
Duncan Robinson,29,MIA 2024,1906,SF,Movement Shooter,Low Activity,2.22,-0.60,-0.35,-0.24,4.07,4.76,89.88,23.85,1.00,82.00,275.00,93.72,36.67,43.30,0.89,3.21,1.52,13.88,-0.10,86.12,18.50,-1.71,100.46,39.64,110.06,44.88,119.99,50.25,39.54,329.32,1.57,0.60,-0.20,-0.72,1.37,1.83,2.31,-0.10,2.02,2.04,40.79,1.50,-1.05,-1.79,61.22,1.69,70.07,25.73,-0.54,1.77,38.80,3.37,-0.21,-0.65,0.00,0.03,62.07,34.87,28.81,39.12,35.00,32.89,0.00,0.00,0.24,0.46,0.17,0.74,1.14,0.00,46.67,0.22,-0.04,37.00,-0.10,32.00,0.28,-1.11,-0.29,-0.73,No
Duop Reath,27,POR 2024,1214,C,Stretch Big,Mobile Big,1.50,-0.48,-0.08,-0.41,4.07,4.92,89.14,32.42,3.00,75.00,175.00,122.79,35.00,49.00,2.39,4.98,2.90,13.17,-0.10,86.83,18.93,-0.78,93.09,32.11,110.05,46.82,112.35,44.50,56.44,323.62,0.39,0.10,0.01,-0.55,0.00,-0.31,-0.29,-0.88,-0.23,-0.68,33.33,-0.52,0.71,0.86,22.42,-1.11,49.10,25.46,0.29,0.59,36.82,11.30,-0.72,-0.61,0.30,0.01,55.00,35.00,30.13,38.00,35.00,33.00,0.00,0.00,-0.16,-0.90,-0.57,0.32,1.31,0.07,61.29,1.37,0.16,46.10,-0.10,20.00,0.40,-1.14,-0.29,-0.73,No
Dwight Powell,32,DAL 2024,836,C,Roll + Cut Big,Mobile Big,0.97,-0.60,-1.03,0.43,4.07,4.68,96.35,27.85,3.00,79.00,220.00,111.47,53.33,57.70,3.71,4.85,4.51,13.54,-0.10,86.46,19.50,-0.82,97.63,41.22,109.96,44.75,117.62,55.75,54.60,117.39,1.84,-0.15,0.07,-1.00,0.00,0.00,-1.00,-1.28,-0.03,-0.29,0.00,0.00,0.00,0.38,12.50,-1.28,2.83,24.10,0.18,-1.29,37.95,0.00,-0.74,-0.89,0.75,0.09,48.39,33.95,26.08,39.59,34.03,32.68,14.11,0.21,-0.71,-0.17,-0.19,0.29,1.18,0.00,50.52,1.54,0.28,38.10,-0.10,17.00,0.39,-1.20,-0.29,-0.73,No
Dylan Windler,27,ATL 2024,108,SF,Movement Shooter,Helper,0.10,-0.96,-0.85,-0.11,4.06,4.65,98.59,33.88,12.00,75.00,200.00,118.42,26.67,74.60,0.00,2.00,0.33,12.81,-0.10,87.19,18.66,-0.76,99.67,44.00,109.93,44.79,115.84,44.91,56.78,672.45,1.52,-0.26,0.03,-0.13,0.07,0.03,0.27,-0.28,0.12,0.40,75.00,-0.35,-0.14,0.06,37.50,-0.01,90.00,75.62,-0.19,0.23,38.36,0.00,-0.65,-0.81,0.00,0.00,100.00,33.50,33.57,38.36,33.55,30.80,13.79,0.32,-0.57,0.02,-0.17,0.40,1.10,0.00,66.67,0.18,0.00,36.70,-0.10,2.00,0.00,-1.32,-0.29,-0.73,No
Dyson Daniels,20,NOP 2024,1358,PG,Athletic Finisher,Point of Attack,2.51,0.52,-0.69,1.21,4.06,4.26,98.59,20.06,1.00,83.00,250.00,91.99,38.31,61.00,0.59,2.74,1.11,21.69,-0.10,78.31,22.72,1.43,108.52,51.18,109.92,42.25,112.01,45.61,59.26,246.03,1.71,-0.09,0.03,0.33,-0.07,-0.52,-0.95,-0.66,-0.52,-1.40,28.57,-0.50,0.18,1.49,25.37,-1.36,43.41,25.81,0.45,-0.90,36.19,2.97,0.57,-0.27,-0.86,-0.07,61.76,34.98,28.14,39.03,34.98,34.00,8.82,0.27,0.88,-0.27,-0.42,0.64,1.03,0.00,54.84,1.02,0.03,35.30,-0.10,44.00,1.11,0.03,-0.29,-0.73,No
E.J. Liddell,23,NOP 2024,23,PF,Low Minute,Low Minute,0.02,-0.92,-0.44,-0.48,4.06,4.72,98.59,29.79,1.00,80.00,225.00,111.18,45.00,81.40,0.00,2.88,1.44,12.79,-0.10,87.21,17.21,-0.29,96.91,33.33,109.92,43.06,114.41,45.24,56.65,102.78,0.00,0.07,0.24,1.16,0.00,0.00,-0.33,-0.96,-0.04,-0.63,0.00,0.00,0.00,-0.37,29.17,-0.84,83.33,26.16,-0.12,-0.72,37.28,25.00,0.00,0.00,0.00,0.00,0.00,32.27,46.73,38.10,32.48,30.48,5.46,0.65,-0.33,1.27,-0.27,0.61,1.37,0.00,0.00,0.00,0.00,25.00,-0.10,1.00,1.47,-1.77,-0.29,-0.73,No
Emoni Bates,20,CLE 2024,133,SF,Secondary Ball Handler,Chaser,0.09,-1.40,-0.95,-0.45,4.06,5.05,95.07,19.39,2.00,81.00,219.00,106.92,43.45,63.30,0.00,1.42,2.00,14.39,-0.10,85.61,18.22,-0.65,97.27,41.05,109.69,41.08,117.80,50.50,67.58,388.62,0.44,-0.18,-0.07,-0.70,0.01,-0.36,0.33,0.36,-0.07,-0.50,35.71,0.20,0.20,-0.66,52.08,0.08,67.35,26.23,-0.11,-0.28,37.20,5.88,-0.56,-0.49,0.00,0.04,0.00,35.71,48.33,40.00,35.94,33.03,3.82,0.31,-0.75,-0.94,-0.26,0.65,1.38,0.00,0.00,0.07,-1.21,36.10,-0.10,1.00,0.00,-1.18,-0.29,-0.73,No
Eric Gordon,35,PHO 2024,1893,SG,Stationary Shooter,Chaser,0.98,-1.64,-0.28,-1.36,4.05,4.61,98.59,16.62,1.00,78.00,210.00,118.42,20.00,79.50,0.53,1.53,1.22,16.62,-0.10,83.38,19.70,-0.80,104.66,47.74,109.60,44.06,129.02,35.42,44.53,82.11,0.00,0.56,0.16,-0.57,0.04,-0.24,-0.06,-0.49,-0.12,-0.37,36.00,-0.16,0.98,0.79,30.01,-0.67,64.24,26.24,0.16,0.77,38.17,5.57,0.19,-0.62,0.00,-0.18,76.47,38.05,25.46,37.02,37.97,31.41,0.00,0.00,-0.37,-0.13,0.24,0.58,0.91,0.00,37.50,0.24,0.21,34.90,-0.10,35.00,0.60,-1.83,-0.29,-0.73,No
Eugene Omoruyi,26,WAS 2024,393,SF,Athletic Finisher,Mobile Big,0.56,-0.18,-0.33,0.15,4.05,4.49,97.14,34.25,1.00,72.00,175.00,123.45,20.00,61.00,0.25,5.37,4.08,13.63,-0.10,86.37,18.95,-0.89,98.07,37.52,109.52,44.48,114.10,43.90,38.00,34.19,5.56,-0.51,-0.23,-1.94,-0.07,-0.69,-0.52,-0.49,-0.17,-0.89,0.00,-0.48,0.07,0.51,29.17,-0.97,27.54,26.05,0.53,-0.51,36.72,12.50,-0.26,-0.57,-0.54,-0.04,69.23,35.00,28.09,39.00,35.00,33.00,0.00,0.00,-0.64,-0.38,-0.09,0.64,1.23,-0.34,77.14,0.81,-0.12,30.60,-0.10,11.00,1.37,-0.79,-0.29,-0.73,No
Evan Fournier,31,DET 2024,580,SG,Movement Shooter,Helper,0.35,-1.48,-1.19,-0.29,4.05,4.56,96.47,25.11,10.00,84.00,270.00,92.11,37.36,53.20,2.42,3.04,1.27,15.87,-0.10,84.13,19.23,-0.63,113.36,56.72,109.50,27.33,123.11,16.67,19.23,0.00,0.00,-0.09,0.02,-1.08,-0.48,-1.46,-0.55,0.14,-0.80,-1.77,21.95,-0.38,-0.17,-0.75,55.91,-0.41,58.82,50.63,0.04,-0.27,35.49,6.42,0.96,0.13,0.00,-0.10,50.00,35.85,25.90,39.56,35.94,34.53,9.68,0.28,-0.74,-0.76,-0.08,0.60,0.93,0.00,40.00,0.16,0.20,37.60,-0.10,20.00,0.57,-0.73,-0.29,-0.73,No
Evan Mobley,22,CLE 2024,1532,PF,Roll + Cut Big,Mobile Big,3.99,1.70,-0.19,1.89,4.05,4.88,98.48,19.34,6.00,83.00,249.00,86.33,27.14,49.60,1.31,3.21,3.28,13.89,-0.10,86.11,20.04,-0.38,92.90,30.82,109.49,52.25,117.25,66.88,48.47,282.99,1.38,0.08,0.22,-1.65,0.04,-0.25,-0.86,-1.06,-0.08,-0.38,100.00,-0.62,0.22,0.77,20.55,-1.03,10.67,24.76,0.21,-0.96,37.67,5.49,-0.28,-0.34,0.22,-0.07,74.51,33.99,25.27,41.19,34.79,32.89,15.56,0.48,-0.44,-0.57,-0.15,0.57,1.54,-0.18,59.46,2.22,0.30,46.70,-0.10,26.00,0.46,0.88,-0.29,-0.73,No
Filip Petrusev,23,SAC 2024,9,C,Low Minute,Low Minute,0.01,-0.46,-0.29,-0.17,4.05,4.85,90.53,25.88,2.00,80.00,235.00,113.89,33.33,50.40,0.00,3.75,3.75,11.53,-0.10,88.47,15.21,-0.25,83.06,20.00,109.44,41.90,118.30,29.17,52.55,139.00,2.08,0.16,0.11,-0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.54,0.00,0.00,38.00,0.00,-0.65,-0.74,0.00,0.00,50.00,35.88,25.30,38.32,35.81,30.68,35.71,2.10,-0.62,0.22,-0.11,0.67,1.21,0.00,0.00,0.00,0.00,33.30,-0.10,21.00,0.00,-1.92,-0.29,-0.73,No
Frank Ntilikina,25,CHO 2024,43,PG,Low Minute,Low Minute,0.06,-0.32,-0.37,0.05,4.05,4.43,98.59,36.89,7.00,75.00,205.00,120.13,30.53,73.43,6.99,3.43,0.86,18.97,-0.10,81.03,22.84,0.14,103.83,33.33,109.37,45.63,117.58,48.94,46.95,35.27,0.00,0.62,0.13,-0.35,0.00,0.00,-0.44,-1.00,-0.09,-0.63,0.00,0.00,0.00,0.28,34.38,-0.64,88.89,24.64,0.02,-0.57,37.24,0.00,0.00,-0.74,0.00,0.00,0.00,32.52,26.96,36.97,33.63,32.60,23.38,1.92,-0.87,-0.29,-0.11,0.55,1.20,0.00,200.00,0.20,0.00,36.40,-0.10,21.00,0.00,-1.64,-0.29,-0.73,No
Franz Wagner,22,ORL 2024,2337,SF,Shot Creator,Helper,7.44,2.63,1.51,1.11,4.05,4.40,98.59,31.65,3.00,77.00,205.00,110.12,32.86,70.05,1.37,2.68,4.42,16.52,-0.10,83.48,21.23,0.36,104.85,43.40,109.35,42.58,106.91,40.86,45.99,34.23,1.64,0.07,0.12,-1.04,-0.96,-1.96,-1.49,0.31,-1.52,-2.36,26.83,-0.89,0.41,-0.12,47.00,-1.04,30.47,26.63,0.20,-1.41,34.15,8.53,1.16,0.89,0.36,0.12,68.75,37.64,25.50,40.79,37.62,32.89,26.54,2.23,-0.33,-0.29,1.12,0.73,1.43,-0.05,36.11,1.00,0.74,36.10,-0.10,46.00,0.48,0.17,-0.29,-0.73,No
Fred VanVleet,29,HOU 2024,2684,PG,Primary Ball Handler,Point of Attack,7.66,2.10,1.30,0.80,4.05,4.37,98.59,32.22,4.00,76.00,210.00,105.83,45.71,70.56,2.57,2.51,2.76,19.87,-0.10,80.13,20.54,0.28,115.95,52.29,109.33,48.53,117.64,37.78,64.84,243.75,0.00,-0.03,0.02,-0.78,1.22,0.81,2.07,1.97,1.47,1.16,36.39,2.30,-0.32,-0.73,56.34,1.07,57.56,26.73,0.08,0.54,40.08,3.88,-0.08,0.15,0.00,-0.06,0.00,34.49,27.79,39.00,34.54,32.89,0.00,0.00,-0.56,0.05,0.42,0.92,0.84,0.00,12.12,0.45,0.11,35.60,-0.10,35.00,0.91,-0.53,-0.29,-0.73,No
Furkan Korkmaz,26,PHI 2024,300,SG,Secondary Ball Handler,Helper,0.07,-2.09,-1.55,-0.55,4.04,4.91,98.59,20.17,1.00,78.00,205.00,118.60,20.00,73.50,0.00,2.00,1.88,15.86,-0.10,84.14,19.01,-0.97,101.31,41.82,109.31,48.70,111.31,45.56,50.73,534.20,1.49,0.12,0.25,0.82,0.07,-0.05,-0.22,0.02,-0.03,-0.32,41.67,-0.07,-1.32,-0.51,47.26,-0.01,52.63,26.90,-0.12,-0.48,37.56,7.50,-0.36,-0.54,0.00,0.02,0.00,30.64,47.93,37.29,31.02,29.51,5.50,0.48,1.50,-0.12,-0.21,0.38,1.09,0.00,25.00,0.11,0.00,47.90,-0.10,8.00,0.71,-1.20,-0.29,-0.73,No
Gabe Vincent,27,LAL 2024,218,PG,Secondary Ball Handler,Point of Attack,0.11,-1.58,-1.44,-0.14,4.04,4.84,98.59,23.24,1.00,79.00,217.00,112.01,40.00,78.30,0.00,3.09,0.65,21.91,-0.10,78.09,21.30,0.23,105.26,44.83,109.30,46.73,115.80,43.38,42.80,434.61,2.31,0.06,0.07,0.57,-0.44,-1.24,-0.80,0.35,-0.73,-1.59,7.69,-0.57,-0.30,-0.53,52.82,-0.44,57.14,25.55,-0.17,-1.08,36.65,4.35,-0.76,-0.28,0.00,0.04,0.00,34.98,26.43,37.85,34.98,30.70,12.00,0.40,0.95,-0.92,0.16,0.58,0.86,0.00,50.00,0.36,0.00,19.50,-0.10,6.00,0.48,-1.52,-0.29,-0.73,No
Garrett Temple,37,TOR 2024,289,SG,Athletic Finisher,Helper,0.11,-1.84,-1.45,-0.39,4.04,4.98,80.74,23.33,1.00,78.00,210.00,123.45,25.00,69.60,0.35,3.50,2.50,17.16,-0.10,82.84,19.26,-0.43,97.38,37.93,109.25,51.68,112.15,65.13,64.47,1127.34,0.00,0.26,0.44,-0.58,-0.10,-0.77,-0.42,-0.54,-0.14,-0.72,12.50,-0.46,-1.08,-0.05,39.37,-0.50,51.28,24.84,-0.10,-0.36,37.60,9.52,-0.72,-0.85,0.00,0.00,14.29,34.18,26.90,37.80,34.36,32.68,14.52,1.89,-0.70,-0.43,-0.23,0.91,1.01,0.00,61.11,0.67,-0.19,38.10,-0.10,3.00,1.13,-1.00,-0.29,-0.73,No
Garrison Mathews,27,ATL 2024,992,SG,Movement Shooter,Helper,-0.17,-2.74,-2.36,-0.38,4.04,4.52,96.48,22.37,3.00,78.00,210.00,110.56,33.33,66.00,1.81,4.22,2.46,14.77,-0.10,85.23,18.98,-1.24,102.11,45.12,109.24,40.98,132.06,58.51,58.27,92.34,0.00,-0.20,-0.13,-0.54,0.18,0.26,0.51,-0.82,0.64,1.39,46.43,-0.31,1.40,-0.65,46.94,0.83,85.40,25.02,-0.55,1.18,40.19,7.14,-0.64,-0.73,0.00,0.00,100.00,34.62,29.03,37.38,34.65,32.89,41.18,4.55,-0.40,-0.05,-0.28,0.35,0.60,0.00,29.41,0.26,1.03,31.70,-0.10,15.00,0.18,-1.14,-0.29,-0.73,No
Gary Harris,29,ORL 2024,1297,SG,Movement Shooter,Point of Attack,1.00,-1.22,-1.50,0.27,4.04,4.75,101.05,29.65,7.00,80.00,228.00,90.40,30.00,57.20,0.39,2.62,1.04,19.80,-0.10,80.20,21.31,0.60,107.76,47.03,109.21,46.03,119.39,40.87,63.08,600.64,0.00,-0.27,0.23,-0.01,0.00,-0.33,-0.38,-0.76,-0.17,-0.51,40.00,-0.41,1.64,1.00,31.07,-0.70,69.02,25.33,-0.24,0.16,37.59,6.42,-0.44,-0.71,0.00,0.00,64.71,34.44,26.04,39.64,34.56,33.24,25.15,2.00,-0.30,0.25,0.49,0.38,0.69,0.00,25.00,0.44,-0.10,37.70,-0.10,32.00,0.49,-1.42,-0.29,-0.73,No
Gary Payton II,31,GSW 2024,680,SG,Stretch Big,Point of Attack,0.93,-0.26,-1.22,0.96,4.04,4.51,100.97,18.90,4.00,81.00,238.00,99.86,44.35,52.60,1.47,4.09,1.38,22.34,-0.10,77.66,22.91,1.41,112.90,56.78,109.18,46.44,110.78,35.86,45.84,192.35,0.00,0.29,-0.01,-0.24,0.00,0.00,-0.74,-0.99,-0.15,-0.64,0.00,0.00,0.00,2.05,14.77,-1.37,30.05,24.30,0.75,-0.61,37.83,0.00,-1.00,-1.04,0.00,0.00,65.57,33.68,24.87,34.96,33.88,31.17,21.98,0.62,0.09,0.16,-0.45,0.52,1.05,0.00,60.87,1.05,-0.11,34.40,-0.10,25.00,0.74,0.15,-0.29,-0.73,No
Gary Trent Jr.,25,TOR 2024,1994,SG,Movement Shooter,Chaser,0.97,-1.68,-0.22,-1.47,4.04,4.88,88.99,36.14,1.00,75.00,190.00,117.12,42.86,40.90,1.76,1.77,1.44,17.38,-0.10,82.62,19.87,-0.49,101.06,41.45,109.16,42.75,108.23,40.02,36.17,225.66,0.00,0.65,0.03,-1.50,-0.49,-1.20,0.49,-0.03,0.25,0.09,30.83,-0.43,0.77,0.61,45.83,0.14,53.48,25.69,-0.09,1.38,40.83,4.90,-0.20,-0.36,0.10,-0.18,84.62,35.08,49.53,36.91,35.41,32.18,4.28,0.18,-0.68,0.75,-0.36,0.27,0.71,-0.02,28.00,0.35,0.06,38.60,-0.10,42.00,0.65,-0.68,-0.29,-0.73,No
Georges Niang,30,CLE 2024,1831,PF,Movement Shooter,Helper,0.83,-1.74,-0.98,-0.75,4.03,4.54,98.59,25.92,3.00,78.00,255.00,102.60,47.94,81.70,1.58,3.92,1.12,13.47,-0.10,86.53,19.30,-1.08,100.31,40.96,109.08,47.21,105.52,48.41,69.60,78.09,1.43,-0.19,-0.02,-1.13,-0.39,-1.36,0.02,-0.88,0.01,-0.19,30.00,-0.96,2.33,0.51,35.29,-0.39,62.66,24.99,-0.03,1.11,38.48,5.40,0.64,-0.13,0.42,0.04,77.78,34.29,24.87,38.39,34.27,30.30,14.98,0.29,-0.31,0.31,-0.71,0.58,0.95,0.00,31.82,0.27,-0.25,38.60,-0.10,12.00,0.37,-0.60,-0.29,-0.73,No
GG Jackson II,19,MEM 2024,1233,PF,Movement Shooter,Wing Stopper,0.77,-1.46,-0.44,-1.02,4.03,4.47,85.90,31.67,1.00,74.00,160.00,121.59,20.00,52.80,0.08,1.91,3.01,17.88,-0.10,82.12,21.06,0.24,105.28,39.62,109.05,45.24,109.91,54.17,18.68,2.77,0.00,0.05,0.00,0.00,-0.11,-0.56,0.22,-0.17,0.03,-0.17,31.67,-0.11,-0.14,-0.39,36.80,-0.32,50.80,26.19,-0.04,0.80,37.48,12.77,-0.63,-0.66,1.11,-0.21,83.33,34.62,30.50,39.00,34.88,31.79,0.00,0.00,0.35,0.25,-0.11,0.42,1.49,-0.03,60.38,1.10,0.08,43.60,-0.10,19.00,0.27,-0.51,-0.29,-0.73,No
Giannis Antetokounmpo,29,MIL 2024,2567,PF,Shot Creator,Helper,13.81,6.40,5.42,0.98,4.03,4.69,100.69,23.12,7.00,78.00,181.00,112.81,42.76,69.30,2.14,2.95,8.48,14.33,-0.10,85.67,20.13,-0.39,95.16,31.92,109.02,39.58,117.98,25.00,34.62,46.62,0.00,-0.04,0.03,-0.26,-0.57,-1.38,-0.97,0.72,-0.66,-1.64,27.16,-0.67,0.35,-0.47,43.23,-0.82,9.06,26.71,1.16,-1.38,36.48,12.01,-1.09,1.93,0.37,0.15,75.16,33.91,27.08,38.29,34.20,33.45,12.25,0.04,0.96,-0.01,0.50,0.77,2.57,0.06,65.31,2.68,0.37,39.30,-0.10,41.00,0.65,2.58,-0.29,-0.73,No
Goga Bitadze,24,ORL 2024,957,C,Roll + Cut Big,Anchor Big,2.32,1.40,-0.71,2.11,4.03,4.62,94.81,28.92,1.00,78.00,195.00,128.12,23.33,58.10,6.27,4.19,3.09,12.85,-0.10,87.15,20.23,0.26,98.11,34.72,108.98,38.25,133.76,35.71,58.13,188.85,0.00,0.42,0.34,0.36,0.00,0.00,-1.05,-1.13,-0.16,-0.85,0.00,0.00,0.00,0.37,25.00,-1.10,6.70,25.12,0.32,-1.31,36.79,10.00,-0.85,-1.06,0.52,0.00,67.16,34.98,28.78,38.78,36.09,33.00,0.00,0.51,-0.59,-0.10,0.46,0.74,1.04,-0.07,59.63,1.76,0.07,46.20,-0.10,18.00,0.55,-0.09,-0.29,-0.73,No
Gordon Hayward,33,OKC 2024,1245,SF,Secondary Ball Handler,Helper,0.75,-1.49,-0.97,-0.53,4.03,4.33,94.86,22.70,14.00,79.00,234.00,109.00,55.00,65.80,0.16,1.96,2.89,15.99,-0.10,84.01,20.87,0.11,98.24,36.26,108.91,49.95,114.00,40.86,58.08,425.71,0.32,-0.02,0.34,-0.49,-0.16,-0.71,-0.37,-0.49,0.14,0.14,28.57,-0.46,1.29,1.17,35.68,-0.21,22.33,49.77,0.09,-0.41,39.23,9.24,0.11,-0.60,0.22,-0.08,60.71,33.37,48.10,37.33,33.57,30.02,14.19,1.15,-0.97,-0.56,0.43,0.52,1.39,-0.05,34.21,0.75,0.37,32.30,-0.10,27.00,0.38,-0.07,-0.29,-0.73,No
Gradey Dick,20,TOR 2024,1268,SG,Off Screen Shooter,Low Activity,-0.68,-3.35,-1.44,-1.91,4.03,4.43,98.59,23.85,3.00,84.00,248.00,89.25,36.95,72.22,2.13,2.48,1.37,14.35,-0.10,85.65,18.32,-1.59,100.21,38.58,108.87,39.81,110.19,37.88,35.04,3.53,0.00,0.43,0.38,-1.26,-0.30,-1.07,-0.19,-0.70,-0.10,-0.37,25.58,-0.68,0.20,0.58,43.85,-0.16,54.16,25.43,-0.19,0.51,38.54,3.65,-0.75,-0.74,-0.85,0.00,63.64,34.73,27.66,39.00,35.74,33.11,0.00,1.21,0.00,0.06,-0.56,0.54,0.98,0.00,40.74,0.45,0.20,36.90,-0.10,30.00,0.11,-0.89,-0.29,-0.73,No
Grant Williams,25,CHO 2024,2130,PF,Movement Shooter,Wing Stopper,1.58,-1.27,-0.97,-0.30,4.02,4.38,98.59,27.83,5.00,74.00,200.00,109.54,39.00,72.60,1.97,3.93,2.97,15.45,-0.10,84.55,21.39,0.60,97.10,35.22,108.84,31.82,114.35,27.78,30.59,16.80,0.00,0.08,0.35,-1.10,0.03,-0.23,-0.25,-0.74,-0.03,-0.25,30.77,-0.46,-0.99,0.66,29.44,-0.63,55.54,50.67,0.13,0.28,37.40,8.29,-0.71,-0.80,0.27,0.14,64.71,34.58,26.73,37.73,34.71,32.81,13.02,0.20,-0.85,-0.16,-0.31,0.53,1.36,-0.16,54.65,1.13,0.56,34.90,-0.10,30.00,0.24,-0.74,-0.29,-0.73,No
Grayson Allen,28,PHO 2024,2513,SG,Movement Shooter,Point of Attack,4.78,0.57,0.79,-0.22,4.02,5.19,98.59,28.12,4.00,72.00,185.00,106.08,52.50,63.20,0.40,2.29,2.04,21.26,-0.10,78.74,21.83,0.92,105.85,47.85,108.82,39.35,113.84,35.94,54.10,192.71,0.00,0.01,0.12,-0.34,0.91,1.49,1.64,-0.45,1.78,1.96,49.21,0.69,0.86,1.42,30.66,0.51,65.25,25.73,0.36,1.96,42.39,6.34,-0.02,-0.49,0.00,0.10,76.47,34.34,49.25,35.80,34.81,30.86,6.34,0.50,0.06,-0.26,-0.33,0.66,0.79,0.00,8.33,0.64,0.91,34.20,-0.10,41.00,0.41,-0.41,-0.29,-0.73,No
